OID_,States,AverageAnnualTemperature,Year_Converted
817,Bihar,24.8500004,01-01-1997 00:00:00
818,Bihar,25.8600006,01-01-1998 00:00:00
819,Bihar,25.8799992,01-01-1999 00:00:00
820,Bihar,25.3799992,01-01-2000 00:00:00
821,Bihar,25.7299995,01-01-2001 00:00:00
822,Bihar,25.7900009,01-01-2002 00:00:00
823,Bihar,25.6900005,01-01-2003 00:00:00
824,Bihar,25.7900009,01-01-2004 00:00:00
825,Bihar,25.8199997,01-01-2005 00:00:00
826,Bihar,26.1200008,01-01-2006 00:00:00
827,Bihar,25.9500008,01-01-2007 00:00:00
828,Bihar,25.6700001,01-01-2008 00:00:00
829,Bihar,26.4099998,01-01-2009 00:00:00
830,Bihar,26.3999996,01-01-2010 00:00:00
831,Bihar,25.6299992,01-01-2011 00:00:00
832,Bihar,25.4799995,01-01-2012 00:00:00
833,Bihar,25.2999992,01-01-2013 00:00:00
834,Bihar,25.3400002,01-01-2014 00:00:00
835,Bihar,25.2999992,01-01-2015 00:00:00
836,Bihar,25.8099995,01-01-2016 00:00:00
837,Bihar,25.5699997,01-01-2017 00:00:00
838,Bihar,25.2000008,01-01-2018 00:00:00
839,Bihar,25.3700008,01-01-2019 00:00:00
840,Bihar,25.1800003,01-01-2020 00:00:00
841,Chandigarh,23.5599995,01-01-1901 00:00:00
842,Chandigarh,23.8099995,01-01-1902 00:00:00
843,Chandigarh,23.1900005,01-01-1903 00:00:00
844,Chandigarh,23.2800007,01-01-1904 00:00:00
845,Chandigarh,22.8099995,01-01-1905 00:00:00
846,Chandigarh,23.2199993,01-01-1906 00:00:00
847,Chandigarh,22.9799995,01-01-1907 00:00:00
848,Chandigarh,23.2000008,01-01-1908 00:00:00
849,Chandigarh,22.7700005,01-01-1909 00:00:00
850,Chandigarh,22.8899994,01-01-1910 00:00:00
851,Chandigarh,23.2299995,01-01-1911 00:00:00
852,Chandigarh,23.2199993,01-01-1912 00:00:00
853,Chandigarh,22.8700008,01-01-1913 00:00:00
854,Chandigarh,23.0799999,01-01-1914 00:00:00
855,Chandigarh,23.6499996,01-01-1915 00:00:00
856,Chandigarh,23.2800007,01-01-1916 00:00:00
857,Chandigarh,22.2600002,01-01-1917 00:00:00
858,Chandigarh,23.1599998,01-01-1918 00:00:00
859,Chandigarh,22.8299999,01-01-1919 00:00:00
860,Chandigarh,22.9500008,01-01-1920 00:00:00
861,Chandigarh,23.8799992,01-01-1921 00:00:00
862,Chandigarh,23.4300003,01-01-1922 00:00:00
863,Chandigarh,23.2099991,01-01-1923 00:00:00
864,Chandigarh,23.1900005,01-01-1924 00:00:00
865,Chandigarh,23.0200005,01-01-1925 00:00:00
866,Chandigarh,22.7500000,01-01-1926 00:00:00
867,Chandigarh,22.7999992,01-01-1927 00:00:00
868,Chandigarh,23.6100006,01-01-1928 00:00:00
869,Chandigarh,23.3099995,01-01-1929 00:00:00
870,Chandigarh,22.9899998,01-01-1930 00:00:00
871,Chandigarh,23.4300003,01-01-1931 00:00:00
872,Chandigarh,23.6299992,01-01-1932 00:00:00
873,Chandigarh,22.7299995,01-01-1933 00:00:00
874,Chandigarh,23.2600002,01-01-1934 00:00:00
875,Chandigarh,22.8700008,01-01-1935 00:00:00
876,Chandigarh,22.9899998,01-01-1936 00:00:00
877,Chandigarh,22.8899994,01-01-1937 00:00:00
878,Chandigarh,23.2999992,01-01-1938 00:00:00
879,Chandigarh,23.2299995,01-01-1939 00:00:00
880,Chandigarh,23.2800007,01-01-1940 00:00:00
881,Chandigarh,24.3199997,01-01-1941 00:00:00
882,Chandigarh,23.5000000,01-01-1942 00:00:00
883,Chandigarh,23.4400005,01-01-1943 00:00:00
884,Chandigarh,23.1800003,01-01-1944 00:00:00
885,Chandigarh,22.9300003,01-01-1945 00:00:00
886,Chandigarh,23.9799995,01-01-1946 00:00:00
887,Chandigarh,23.9099998,01-01-1947 00:00:00
888,Chandigarh,23.3600006,01-01-1948 00:00:00
889,Chandigarh,23.5699997,01-01-1949 00:00:00
890,Chandigarh,22.6299992,01-01-1950 00:00:00
891,Chandigarh,23.4400005,01-01-1951 00:00:00
892,Chandigarh,23.6399994,01-01-1952 00:00:00
893,Chandigarh,24.1200008,01-01-1953 00:00:00
894,Chandigarh,23.4799995,01-01-1954 00:00:00
895,Chandigarh,23.1000004,01-01-1955 00:00:00
896,Chandigarh,23.2900009,01-01-1956 00:00:00
897,Chandigarh,22.6299992,01-01-1957 00:00:00
898,Chandigarh,23.8700008,01-01-1958 00:00:00
899,Chandigarh,23.4799995,01-01-1959 00:00:00
900,Chandigarh,23.4099998,01-01-1960 00:00:00
901,Chandigarh,23.1000004,01-01-1961 00:00:00
902,Chandigarh,23.4099998,01-01-1962 00:00:00
903,Chandigarh,23.5100002,01-01-1963 00:00:00
904,Chandigarh,23.1399994,01-01-1964 00:00:00
905,Chandigarh,23.2600002,01-01-1965 00:00:00
906,Chandigarh,23.3600006,01-01-1966 00:00:00
907,Chandigarh,23.0799999,01-01-1967 00:00:00
908,Chandigarh,22.8799992,01-01-1968 00:00:00
909,Chandigarh,23.7199993,01-01-1969 00:00:00
910,Chandigarh,23.6599998,01-01-1970 00:00:00
911,Chandigarh,23.2900009,01-01-1971 00:00:00
912,Chandigarh,23.3199997,01-01-1972 00:00:00
913,Chandigarh,23.4699993,01-01-1973 00:00:00
914,Chandigarh,23.1800003,01-01-1974 00:00:00
915,Chandigarh,22.6599998,01-01-1975 00:00:00
916,Chandigarh,22.9899998,01-01-1976 00:00:00
917,Chandigarh,23.3700008,01-01-1977 00:00:00
918,Chandigarh,23.1100006,01-01-1978 00:00:00
919,Chandigarh,23.2399998,01-01-1979 00:00:00
920,Chandigarh,23.6800003,01-01-1980 00:00:00
921,Chandigarh,23.2399998,01-01-1981 00:00:00
922,Chandigarh,22.7900009,01-01-1982 00:00:00
923,Chandigarh,22.4300003,01-01-1983 00:00:00
924,Chandigarh,23.3400002,01-01-1984 00:00:00
925,Chandigarh,23.6100006,01-01-1985 00:00:00
926,Chandigarh,22.6700001,01-01-1986 00:00:00
927,Chandigarh,23.5300007,01-01-1987 00:00:00
928,Chandigarh,23.7299995,01-01-1988 00:00:00
929,Chandigarh,22.6499996,01-01-1989 00:00:00
930,Chandigarh,23.2900009,01-01-1990 00:00:00
931,Chandigarh,23.0699997,01-01-1991 00:00:00
932,Chandigarh,22.9500008,01-01-1992 00:00:00
933,Chandigarh,23.4799995,01-01-1993 00:00:00
934,Chandigarh,23.4699993,01-01-1994 00:00:00
935,Chandigarh,23.2299995,01-01-1995 00:00:00
936,Chandigarh,23.3899994,01-01-1996 00:00:00
937,Chandigarh,22.4300003,01-01-1997 00:00:00
938,Chandigarh,23.4200001,01-01-1998 00:00:00
